"","Nest","Year","Species","Site","First_Date","Last_Date","Duration","Fate","Chicks_First","Chicks_Last","Proporation_Lost","Camera"
"1019","I-7015-14",2014,"LETE","Newark West",2014-07-10,2014-07-23,13,NA,NA,0,NA,"0"
"1020","I-7015-15",2015,"LETE","Newark West",2015-06-08,2015-07-16,38,"Unknown Outcome",1,0,1,"0"
"1021","I-7015-16",2016,"PIPL","Newark West",2016-06-14,2016-08-08,55,"Fledged",2,1,0.5,"0"
"1022","I-7016-14",2014,"LETE","Newark West",2014-07-18,2014-08-04,17,NA,NA,0,NA,"0"
"1023","I-7016-15",2015,"LETE","Newark West",2015-06-08,2015-07-16,38,"Unknown Outcome",2,0,1,"0"
"1024","I-7016-16",2016,"LETE","Newark West",2016-06-14,2016-07-07,23,"Unknown Outcome",1,0,1,"0"
"1025","I-7017-14",2014,"LETE","Newark West",2014-07-23,2014-08-22,30,"Fledged",1,1,0,"0"
"1026","I-7017-15",2015,"LETE","Newark West",2015-06-08,2015-07-16,38,"Unknown Outcome",3,0,1,"0"
"1027","I-7017-16",2016,"PIPL","Newark West",2016-06-14,2016-08-11,58,"Fledged",3,3,0,"0"
"1028","I-7018-14",2014,"LETE","Newark West",2014-07-25,2014-08-11,17,NA,NA,0,NA,"0"
"1029","I-7018-15",2015,"LETE","Newark West",2015-06-08,2015-07-16,38,"Unknown Outcome",2,0,1,"0"
"1030","I-7018-16",2016,"LETE","Newark West",2016-06-29,2016-07-22,23,"Unknown Outcome",1,0,1,"0"
"1031","I-7019-15",2015,"LETE","Newark West",2015-06-13,2015-07-06,23,"Unknown Outcome",1,0,1,"0"
"1032","I-7019-16",2016,"LETE","Newark West",2016-07-11,2016-07-25,14,NA,NA,0,NA,"0"
"1033","I-7020-15",2015,"LETE","Newark West",2015-06-13,2015-07-21,38,"Unknown Outcome",3,0,1,"0"
"1034","I-7020-16",2016,"LETE","Newark West",2016-07-05,2016-07-26,21,NA,NA,0,NA,"0"
"1035","I-7021-15",2015,"LETE","Newark West",2015-06-13,2015-07-06,23,NA,NA,0,NA,"0"
"1036","I-7022-15",2015,"LETE","Newark West",2015-06-13,2015-07-23,40,"Unknown Outcome",2,0,1,"0"
"1037","I-7023-15",2015,"PIPL","Newark West",2015-06-17,2015-07-23,36,"Failed-Unknown",3,0,1,"0"
"1038","I-7024-15",2015,"LETE","Newark West",2015-06-17,2015-07-21,34,NA,NA,0,NA,"0"
"1039","I-7025-15",2015,"LETE","Newark West",2015-06-17,2015-07-23,36,"Unknown Outcome",2,0,1,"0"
"1040","I-7026-15",2015,"LETE","Newark West",2015-06-17,2015-06-29,12,NA,NA,0,NA,"0"
"1041","I-7027-15",2015,"LETE","Newark West",2015-06-29,2015-08-12,44,"Fledged",2,1,0.5,"0"
"1042","I-7028-15",2015,"LETE","Newark West",2015-06-29,2015-07-08,9,NA,NA,0,NA,"0"
"1043","I-7029-15",2015,"LETE","Newark West",2015-07-06,2015-07-28,22,NA,NA,0,NA,"0"
"1044","I-7030-15",2015,"LETE","Newark West",2015-07-06,2015-08-03,28,NA,NA,0,NA,"0"
"1045","I-7031-15",2015,"LETE","Newark West",2015-07-11,2015-07-21,10,NA,NA,0,NA,"0"
"1046","I-7032-15",2015,"LETE","Newark West",2015-07-14,2015-07-23,9,NA,NA,0,NA,"0"
"1047","I-7033-15",2015,"LETE","Newark West",2015-07-21,2015-07-28,7,NA,NA,0,NA,"0"
"1048","I-7101-16",2016,"PIPL","Newark East",2016-05-31,2016-07-27,57,"Fledged",1,0,1,"0"
"1049","I-7102-16",2016,"PIPL","Newark East",2016-05-27,2016-07-27,61,"Fledged",1,0,1,"0"
"1050","I-7103-16",2016,"LETE","Newark East",2016-05-31,2016-07-13,43,"Fledged",3,1,0.666666666666667,"0"
"1051","I-7104-16",2016,"PIPL","Newark East",2016-06-20,2016-08-08,49,"Unknown Outcome",1,0,1,"0"
"1052","I-8001-13",2013,"PIPL","Cottonwood Ranch",2013-05-23,2013-06-20,28,NA,NA,0,NA,"0"
"1053","I-8001-14",2014,"PIPL","Cottonwood Ranch",2014-05-13,2014-07-31,79,"Fledged",3,1,0.666666666666667,"0"
"1054","I-8001-15",2015,"PIPL","Cottonwood Ranch",2015-05-08,2015-07-01,54,"Fledged",2,0,1,"0"
"1055","I-8001-16",2016,"PIPL","Cottonwood Ranch",2016-05-03,2016-06-13,41,"Failed-Unknown",1,0,1,"0"
"1056","I-8002-13",2013,"LETE","Cottonwood Ranch",2013-05-29,2013-07-02,34,"Unknown Outcome",1,0,1,"0"
"1057","I-8002-14",2014,"LETE","Cottonwood Ranch",2014-05-28,2014-07-03,36,"Unknown Outcome",1,0,1,"0"
"1058","I-8002-15",2015,"LETE","Cottonwood Ranch",2015-06-05,2015-07-27,52,"Fledged",3,2,0.333333333333333,"0"
"1059","I-8002-16",2016,"PIPL","Cottonwood Ranch",2016-05-06,2016-06-22,47,"Failed-Unknown",3,0,1,"0"
"1060","I-8003-13",2013,"LETE","Cottonwood Ranch",2013-06-03,2013-06-25,22,NA,NA,0,NA,"0"
"1061","I-8003-14",2014,"LETE","Cottonwood Ranch",2014-05-28,2014-07-08,41,"Unknown Outcome",1,0,1,"0"
"1062","I-8003-15",2015,"LETE","Cottonwood Ranch",2015-06-05,2015-07-27,52,"Fledged",2,1,0.5,"0"
"1063","I-8003-16",2016,"PIPL","Cottonwood Ranch",2016-05-26,2016-06-28,33,"Failed-Unknown",3,0,1,"0"
"1064","I-8004-13",2013,"LETE","Cottonwood Ranch",2013-06-03,2013-06-18,15,NA,NA,0,NA,"0"
"1065","I-8004-14",2014,"PIPL","Cottonwood Ranch",2014-05-28,2014-07-22,55,"Fledged",3,2,0.333333333333333,"0"
"1066","I-8004-15",2015,"LETE","Cottonwood Ranch",2015-06-09,2015-07-27,48,"Fledged",2,1,0.5,"0"
"1067","I-8004-16",2016,"LETE","Cottonwood Ranch",2016-06-03,2016-06-03,0,NA,NA,0,NA,"0"
"1068","I-8005-13",2013,"LETE","Cottonwood Ranch",2013-06-03,2013-06-18,15,NA,NA,0,NA,"0"
"1069","I-8005-14",2014,"LETE","Cottonwood Ranch",2014-05-30,2014-07-01,32,"Failed-Unknown",2,0,1,"0"
"1070","I-8005-15",2015,"LETE","Cottonwood Ranch",2015-06-09,2015-07-15,36,"Unknown Outcome",2,0,1,"0"
"1071","I-8006-13",2013,"LETE","Cottonwood Ranch",2013-06-03,2013-06-18,15,NA,NA,0,NA,"0"
"1072","I-8006-14",2014,"LETE","Cottonwood Ranch",2014-05-30,2014-06-02,3,NA,NA,0,NA,"0"
"1073","I-8006-15",2015,"LETE","Cottonwood Ranch",2015-06-09,2015-07-15,36,"Unknown Outcome",1,0,1,"0"
"1074","I-8007-13",2013,"LETE","Cottonwood Ranch",2013-06-12,2013-06-18,6,NA,NA,0,NA,"0"
"1075","I-8007-14",2014,"LETE","Cottonwood Ranch",2014-06-02,2014-07-10,38,"Unknown Outcome",1,0,1,"0"
"1076","I-8007-15",2015,"LETE","Cottonwood Ranch",2015-06-12,2015-07-15,33,"Unknown Outcome",1,0,1,"0"
"1077","I-8008-13",2013,"LETE","Cottonwood Ranch",2013-06-12,2013-06-18,6,NA,NA,0,NA,"0"
"1078","I-8008-14",2014,"LETE","Cottonwood Ranch",2014-06-02,2014-07-22,50,"Fledged",2,1,0.5,"0"
"1079","I-8008-15",2015,"LETE","Cottonwood Ranch",2015-06-18,2015-08-05,48,"Fledged",1,1,0,"0"
"1080","I-8009-13",2013,"LETE","Cottonwood Ranch",2013-06-20,2013-07-05,15,NA,NA,0,NA,"0"
"1081","I-8009-14",2014,"LETE","Cottonwood Ranch",2014-06-06,2014-07-17,41,"Fledged",2,1,0.5,"0"
"1082","I-8009-15",2015,"LETE","Cottonwood Ranch",2015-06-20,2015-08-05,46,"Fledged",1,1,0,"0"
"1083","I-8010-13",2013,"PIPL","Cottonwood Ranch",2013-06-27,2013-08-07,41,"Unknown Outcome",3,0,1,"0"
"1084","I-8010-14",2014,"LETE","Cottonwood Ranch",2014-06-11,2014-07-17,36,"Unknown Outcome",1,0,1,"0"
"1085","I-8011-14",2014,"LETE","Cottonwood Ranch",2014-06-26,2014-07-29,33,"Failed-Unknown",1,0,1,"0"
"1086","I-8012-14",2014,"LETE","Cottonwood Ranch",2014-06-26,2014-08-13,48,"Fledged",1,1,0,"0"
"1087","I-8013-14",2014,"LETE","Cottonwood Ranch",2014-07-01,2014-07-29,28,"Unknown Outcome",1,0,1,"0"
"1088","I-8014-14",2014,"LETE","Cottonwood Ranch",2014-07-01,2014-07-31,30,"Unknown Outcome",2,0,1,"0"
"1089","I-8015-14",2014,"LETE","Cottonwood Ranch",2014-07-01,2014-08-11,41,"Unknown Outcome",1,0,1,"0"
"1090","I-9001-13",2013,"PIPL","Leaman",2013-05-30,2013-07-24,55,"Fledged",3,4,-0.333333333333333,"0"
"1091","I-9001-14",2014,"LETE","Leaman",2014-05-27,2014-07-30,64,"Fledged",1,1,0,"0"
"1092","I-9001-15",2015,"PIPL","Leaman",2015-05-05,2015-06-11,37,NA,NA,0,NA,"0"
"1093","I-9001-16",2016,"PIPL","Leaman",2016-05-09,2016-07-07,59,"Fledged",2,4,-1,"0"
"1094","I-9002-13",2013,"LETE","Leaman",2013-06-18,2013-07-07,19,"Unknown Outcome",1,0,1,"0"
"1095","I-9002-14",2014,"LETE","Leaman",2014-05-27,2014-07-30,64,"Fledged",1,1,0,"0"
"1096","I-9002-15",2015,"PIPL","Leaman",2015-05-07,2015-07-10,64,"Fledged",2,0,1,"0"
"1097","I-9002-16",2016,"PIPL","Leaman",2016-05-17,2016-06-29,43,"Unknown Outcome",4,0,1,"0"
"1098","I-9003-13",2013,"LETE","Leaman",2013-06-27,2013-07-24,27,"Unknown Outcome",1,0,1,"0"
"1099","I-9003-14",2014,"LETE","Leaman",2014-05-29,2014-07-10,42,"Unknown Outcome",1,0,1,"0"
"1100","I-9003-15",2015,"PIPL","Leaman",2015-05-11,2015-07-11,61,"Fledged",1,2,-1,"0"
"1101","I-9003-16",2016,"LETE","Leaman",2016-05-31,2016-07-20,50,"Fledged",3,0,1,"0"
"1102","I-9004-13",2013,"LETE","Leaman",2013-07-05,2013-07-28,23,"Unknown Outcome",NA,0,NA,"0"
"1103","I-9004-14",2014,"LETE","Leaman",2014-05-29,2014-06-24,26,"Failed-Unknown",2,0,1,"0"
"1104","I-9004-15",2015,"PIPL","Leaman",2015-05-25,2015-07-28,64,"Fledged",2,0,1,"0"
"1105","I-9004-16",2016,"LETE","Leaman",2016-05-31,2016-07-18,48,"Fledged",2,0,1,"0"
"1106","I-9005-13",2013,"LETE","Leaman",2013-07-08,2013-07-22,14,NA,NA,0,NA,"0"
"1107","I-9005-14",2014,"LETE","Leaman",2014-05-29,2014-08-06,69,"Fledged",1,1,0,"0"
"1108","I-9005-15",2015,"LETE","Leaman",2015-05-25,2015-07-07,43,"Unknown Outcome",2,0,1,"0"
"1109","I-9005-16",2016,"LETE","Leaman",2016-05-31,2016-07-20,50,"Fledged",2,0,1,"0"
"1110","I-9006-13",2013,"LETE","Leaman",2013-07-10,2013-08-09,30,"Unknown Outcome",1,0,1,"0"
"1111","I-9006-14",2014,"LETE","Leaman",2014-05-29,2014-07-03,35,"Unknown Outcome",2,0,1,"0"
"1112","I-9006-15",2015,"LETE","Leaman",2015-05-27,2015-07-11,45,"Fledged",1,1,0,"0"
"1113","I-9006-16",2016,"LETE","Leaman",2016-05-31,2016-07-20,50,"Fledged",2,0,1,"0"
"1114","I-9007-13",2013,"LETE","Leaman",2013-07-15,2013-08-02,18,NA,NA,0,NA,"0"
"1115","I-9007-14",2014,"LETE","Leaman",2014-05-29,2014-08-01,64,"Fledged",1,2,-1,"0"
"1116","I-9007-15",2015,"LETE","Leaman",2015-06-01,2015-07-21,50,"Fledged",3,0,1,"0"
"1117","I-9007-16",2016,"LETE","Leaman",2016-05-31,2016-06-29,29,"Unknown Outcome",2,0,1,"0"
"1118","I-9008-14",2014,"LETE","Leaman",2014-05-29,2014-08-01,64,"Fledged",1,1,0,"0"
"1119","I-9008-15",2015,"LETE","Leaman",2015-06-01,2015-07-17,46,"Fledged",1,1,0,"0"
"1120","I-9008-16",2016,"LETE","Leaman",2016-06-02,2016-07-20,48,"Fledged",2,1,0.5,"0"
"1121","I-9009-14",2014,"LETE","Leaman",2014-05-29,2014-06-16,18,NA,NA,0,NA,"0"
"1122","I-9009-15",2015,"LETE","Leaman",2015-06-01,2015-06-19,18,NA,NA,0,NA,"0"
"1123","I-9009-16",2016,"LETE","Leaman",2016-06-02,2016-07-25,53,"Fledged",1,1,0,"0"
"1124","I-9010-14",2014,"LETE","Leaman",2014-06-02,2014-06-26,24,NA,NA,0,NA,"0"
"1125","I-9010-15",2015,"LETE","Leaman",2015-06-01,2015-06-02,1,NA,NA,0,NA,"0"
"1126","I-9010-16",2016,"LETE","Leaman",2016-06-02,2016-07-18,46,"Failed-Weather",2,0,1,"0"
"1127","I-9011-14",2014,"LETE","Leaman",2014-06-02,2014-06-16,14,NA,NA,0,NA,"0"
"1128","I-9011-15",2015,"LETE","Leaman",2015-06-01,2015-06-19,18,NA,NA,0,NA,"0"
"1129","I-9011-16",2016,"LETE","Leaman",2016-06-04,2016-07-13,39,"Unknown Outcome",2,0,1,"0"
"1130","I-9012-14",2014,"LETE","Leaman",2014-06-02,2014-06-24,22,"Unknown Outcome",1,0,1,"0"
"1131","I-9012-15",2015,"LETE","Leaman",2015-06-01,2015-06-04,3,NA,NA,0,NA,"0"
"1132","I-9012-16",2016,"LETE","Leaman",2016-06-06,2016-06-14,8,NA,NA,0,NA,"0"
"1133","I-9013-14",2014,"LETE","Leaman",2014-06-02,2014-07-10,38,"Unknown Outcome",1,0,1,"0"
"1134","I-9013-15",2015,"LETE","Leaman",2015-06-01,2015-07-10,39,"Unknown Outcome",1,0,1,"0"
"1135","I-9013-16",2016,"LETE","Leaman",2016-06-08,2016-07-25,47,"Fledged",1,0,1,"0"
"1136","I-9014-14",2014,"LETE","Leaman",2014-06-02,2014-06-24,22,NA,NA,0,NA,"0"
"1137","I-9014-15",2015,"LETE","Leaman",2015-06-02,2015-08-07,66,"Fledged",1,1,0,"0"
"1138","I-9014-16",2016,"LETE","Leaman",2016-06-09,2016-07-25,46,"Fledged",1,0,1,"0"
"1139","I-9015-14",2014,"LETE","Leaman",2014-06-02,2014-07-10,38,"Unknown Outcome",1,0,1,"0"
"1140","I-9015-15",2015,"LETE","Leaman",2015-06-03,2015-07-10,37,"Unknown Outcome",3,0,1,"0"
"1141","I-9015-16",2016,"LETE","Leaman",2016-06-14,2016-07-25,41,"Unknown Outcome",1,0,1,"0"
"1142","I-9016-14",2014,"LETE","Leaman",2014-06-05,2014-07-15,40,"Unknown Outcome",1,0,1,"0"
"1143","I-9016-15",2015,"LETE","Leaman",2015-06-03,2015-06-11,8,NA,NA,0,NA,"0"
"1144","I-9016-16",2016,"PIPL","Leaman",2016-06-14,2016-08-11,58,"Fledged",3,2,0.333333333333333,"0"
"1145","I-9017-14",2014,"LETE","Leaman",2014-06-05,2014-06-16,11,NA,NA,0,NA,"0"
"1146","I-9017-15",2015,"LETE","Leaman",2015-06-05,2015-07-28,53,"Fledged",1,0,1,"0"
"1147","I-9017-16",2016,"PIPL","Leaman",2016-06-14,2016-08-11,58,"Unknown Outcome",1,0,1,"0"
"1148","I-9018-14",2014,"LETE","Leaman",2014-06-10,2014-07-17,37,"Unknown Outcome",1,0,1,"0"
"1149","I-9018-15",2015,"LETE","Leaman",2015-06-08,2015-07-07,29,"Unknown Outcome",1,0,1,"0"
"1150","I-9018-16",2016,"LETE","Leaman",2016-06-27,2016-07-05,8,NA,NA,0,NA,"0"
"1151","I-9019-14",2014,"PIPL","Leaman",2014-06-16,2014-08-11,56,"Fledged",4,4,0,"0"
"1152","I-9019-15",2015,"LETE","Leaman",2015-06-08,2015-07-21,43,"Fledged",2,0,1,"0"
"1153","I-9020-14",2014,"LETE","Leaman",2014-06-19,2014-08-05,47,"Fledged",3,1,0.666666666666667,"0"
"1154","I-9020-15",2015,"LETE","Leaman",2015-06-11,2015-07-28,47,"Fledged",1,0,1,"0"
"1155","I-9021-14",2014,"PIPL","Leaman",2014-06-19,2014-08-22,64,"Fledged",2,1,0.5,"0"
"1156","I-9021-15",2015,"LETE","Leaman",2015-06-12,2015-07-28,46,"Fledged",2,0,1,"0"
"1157","I-9022-14",2014,"PIPL","Leaman",2014-06-24,2014-08-19,56,"Fledged",2,2,0,"0"
"1158","I-9022-15",2015,"LETE","Leaman",2015-06-12,2015-07-30,48,"Fledged",2,2,0,"0"
"1159","I-9023-14",2014,"LETE","Leaman",2014-06-24,2014-08-05,42,"Fledged",1,1,0,"0"
"1160","I-9023-15",2015,"LETE","Leaman",2015-06-12,2015-07-21,39,"Unknown Outcome",2,0,1,"0"
"1161","I-9024-14",2014,"LETE","Leaman",2014-07-01,2014-08-07,37,"Unknown Outcome",2,0,1,"0"
"1162","I-9024-15",2015,"LETE","Leaman",2015-06-12,2015-07-14,32,"Unknown Outcome",1,0,1,"0"
"1163","I-9025-14",2014,"LETE","Leaman",2014-07-01,2014-08-07,37,"Unknown Outcome",1,0,1,"0"
"1164","I-9025-15",2015,"LETE","Leaman",2015-06-15,2015-07-30,45,"Fledged",1,1,0,"0"
"1165","I-9026-14",2014,"LETE","Leaman",2014-07-01,2014-07-15,14,NA,NA,0,NA,"0"
"1166","I-9026-15",2015,"LETE","Leaman",2015-06-17,2015-07-17,30,"Unknown Outcome",1,0,1,"0"
"1167","I-9027-14",2014,"LETE","Leaman",2014-06-26,2014-07-19,23,NA,NA,0,NA,"0"
"1168","I-9027-15",2015,"LETE","Leaman",2015-06-17,2015-07-01,14,NA,NA,0,NA,"0"
"1169","I-9028-14",2014,"LETE","Leaman",2014-07-08,2014-07-28,20,NA,NA,0,NA,"0"
"1170","I-9028-15",2015,"PIPL","Leaman",2015-06-19,2015-08-12,54,"Unknown Outcome",1,0,1,"0"
"1171","I-9029-14",2014,"LETE","Leaman",2014-07-08,2014-07-16,8,NA,NA,0,NA,"0"
"1172","I-9029-15",2015,"LETE","Leaman",2015-06-19,2015-08-06,48,"Fledged",2,1,0.5,"0"
"1173","I-9030-14",2014,"LETE","Leaman",2014-07-08,2014-07-16,8,NA,NA,0,NA,"0"
"1174","I-9030-15",2015,"LETE","Leaman",2015-06-23,2015-08-06,44,"Fledged",1,3,-2,"0"
"1175","I-9031-14",2014,"LETE","Leaman",2014-07-08,2014-07-15,7,NA,NA,0,NA,"0"
"1176","I-9031-15",2015,"LETE","Leaman",2015-06-23,2015-07-30,37,"Fledged",1,1,0,"0"
"1177","I-9032-14",2014,"LETE","Leaman",2014-07-08,2014-07-10,2,NA,NA,0,NA,"0"
"1178","I-9032-15",2015,"PIPL","Leaman",2015-06-25,2015-08-12,48,"Unknown Outcome",2,0,1,"0"
"1179","I-9033-14",2014,"LETE","Leaman",2014-07-08,2014-08-04,27,"Unknown Outcome",2,0,1,"0"
"1180","I-9033-15",2015,"LETE","Leaman",2015-07-01,2015-08-12,42,"Fledged",3,2,0.333333333333333,"0"
"1181","I-9034-14",2014,"LETE","Leaman",2014-07-10,2014-08-19,40,"Fledged",2,2,0,"0"
"1182","I-9034-15",2015,"LETE","Leaman",2015-07-01,2015-08-06,36,"Unknown Outcome",1,0,1,"0"
"1183","I-9035-14",2014,"LETE","Leaman",2014-07-15,2014-07-24,9,"Unknown Outcome",NA,0,NA,"0"
"1184","I-9035-15",2015,"LETE","Leaman",2015-07-07,2015-07-28,21,NA,NA,0,NA,"0"
"1185","I-9036-14",2014,"LETE","Leaman",2014-07-15,2014-08-22,38,"Unknown Outcome",1,0,1,"0"
"1186","I-9036-15",2015,"LETE","Leaman",2015-07-07,2015-07-28,21,NA,NA,0,NA,"0"
"1187","I-9037-14",2014,"LETE","Leaman",2014-07-15,2014-08-05,21,NA,NA,0,NA,"0"
"1188","I-9037-15",2015,"LETE","Leaman",2015-07-07,2015-08-12,36,"Fledged",2,1,0.5,"0"
"1189","I-9038-14",2014,"LETE","Leaman",2014-07-17,2014-08-07,21,"Unknown Outcome",NA,0,NA,"0"
"1190","I-9038-15",2015,"LETE","Leaman",2015-07-07,2015-07-14,7,NA,NA,0,NA,"0"
"1191","I-9039-14",2014,"LETE","Leaman",2014-07-21,2014-07-23,2,NA,NA,0,NA,"0"
"1192","I-9039-15",2015,"LETE","Leaman",2015-07-07,2015-08-12,36,"Unknown Outcome",2,0,1,"0"
"1193","I-9040-14",2014,"LETE","Leaman",2014-07-24,2014-07-30,6,NA,NA,0,NA,"0"
"1194","I-9040-15",2015,"LETE","Leaman",2015-07-10,2015-07-28,18,NA,NA,0,NA,"0"
"1195","I-9041-14",2014,"LETE","Leaman",2014-07-28,2014-08-04,7,NA,NA,0,NA,"0"
"1196","I-9041-15",2015,"LETE","Leaman",2015-07-10,2015-07-28,18,NA,NA,0,NA,"0"
"1197","I-9042-15",2015,"LETE","Leaman",2015-07-14,2015-07-28,14,NA,NA,0,NA,"0"
"1198","I-9043-15",2015,"LETE","Leaman",2015-07-14,2015-07-28,14,NA,NA,0,NA,"0"
"1199","I-9044-15",2015,"LETE","Leaman",2015-07-14,2015-07-28,14,NA,NA,0,NA,"0"
"1200","I-9045-15",2015,"LETE","Leaman",2015-07-14,2015-08-03,20,NA,NA,0,NA,"0"
"1201","I-9046-15",2015,"LETE","Leaman",2015-07-14,2015-07-28,14,NA,NA,0,NA,"0"
"1202","I-9047-15",2015,"LETE","Leaman",2015-07-17,2015-07-28,11,NA,NA,0,NA,"0"
"1203","I-9048-15",2015,"LETE","Leaman",2015-07-21,2015-07-28,7,NA,NA,0,NA,"0"
"1204","L01-04",2004,"PIPL","NPPD Lexington",2004-05-05,2004-06-18,44,"Fledged",4,2,0.5,"0"
"1205","L01-05",2005,"PIPL","NPPD Lexington",2005-05-11,2005-06-23,43,"Failed-Unknown",3,0,1,"0"
"1206","L01.01",2001,"PIPL","NPPD Lexington",2001-05-29,2001-06-29,31,"Fledged",4,2,0.5,"0"
"1207","L01.02",2002,"PIPL","NPPD Lexington",2002-05-14,2002-06-25,42,"Fledged",4,2,0.5,"0"
"1208","L01.03",2003,"PIPL","NPPD Lexington",2003-05-14,2003-07-01,48,"Fledged",3,1,0.666666666666667,"0"
"1209","L02-04",2004,"PIPL","NPPD Lexington",2004-05-07,2004-06-28,52,"Fledged",3,2,0.333333333333333,"0"
"1210","L02-05",2005,"PIPL","NPPD Lexington",2005-05-17,2005-06-06,20,"Failed-Unknown",3,0,1,"0"
"1211","L02.01",2001,"LETE","NPPD Lexington",2001-05-31,2001-07-09,39,"Fledged",3,2,0.333333333333333,"0"
"1212","L02.02",2002,"PIPL","NPPD Lexington",2002-05-23,2002-06-25,33,"Failed-Unknown",NA,0,NA,"0"
"1213","L02.03",2003,"PIPL","NPPD Lexington",2003-05-21,2003-06-25,35,"Fledged",4,2,0.5,"0"
"1214","L03-04",2004,"PIPL","NPPD Lexington",2004-05-17,2004-06-28,42,"Fledged",4,4,0,"0"
"1215","L03-05",2005,"PIPL","NPPD Lexington",2005-05-17,2005-07-05,49,"Fledged",4,4,0,"0"
"1216","L03.01",2001,"LETE","NPPD Lexington",2001-05-31,2001-07-12,42,"Fledged",2,2,0,"0"
"1217","L03.02",2002,"PIPL","NPPD Lexington",2002-05-28,2002-06-12,15,NA,NA,0,NA,"0"
"1218","L03.03",2003,"PIPL","NPPD Lexington",2003-05-21,2003-06-25,35,"Fledged",3,2,0.333333333333333,"0"
"1219","L04-04",2004,"PIPL","NPPD Lexington",2004-05-17,2004-06-11,25,NA,NA,0,NA,"0"
"1220","L04-05",2005,"PIPL","NPPD Lexington",2005-05-24,2005-06-03,10,NA,NA,0,NA,"0"
"1221","L04.01",2001,"LETE","NPPD Lexington",2001-05-31,2001-07-09,39,"Fledged",2,2,0,"0"
"1222","L04.02",2002,"LETE","NPPD Lexington",2002-05-28,2002-06-28,31,"Failed-Predation",3,0,1,"0"
"1223","L04.03",2003,"LETE","NPPD Lexington",2003-05-28,2003-06-04,7,NA,NA,0,NA,"0"
"1224","L05-04",2004,"LETE","NPPD Lexington",2004-06-01,2004-07-13,42,"Fledged",2,2,0,"0"
"1225","L05-05",2005,"LETE","NPPD Lexington",2005-05-27,2005-07-05,39,"Fledged",2,2,0,"0"
"1226","L05.01",2001,"LETE","NPPD Lexington",2001-06-04,2001-07-09,35,"Fledged",3,3,0,"0"
"1227","L05.02",2002,"LETE","NPPD Lexington",2002-05-28,2002-07-18,51,"Fledged",3,3,0,"0"
"1228","L05.03",2003,"LETE","NPPD Lexington",2003-05-28,2003-06-04,7,NA,NA,0,NA,"0"
"1229","L06-04",2004,"LETE","NPPD Lexington",2004-06-01,2004-06-11,10,NA,NA,0,NA,"0"
"1230","L06-05",2005,"LETE","NPPD Lexington",2005-06-01,2005-07-08,37,"Fledged",2,2,0,"0"
"1231","L06.01",2001,"PIPL","NPPD Lexington",2001-05-31,2001-06-29,29,"Fledged",4,4,0,"0"
"1232","L06.02",2002,"PIPL","NPPD Lexington",2002-05-28,2002-07-08,41,"Fledged",4,3,0.25,"0"
"1233","L06.03",2003,"LETE","NPPD Lexington",2003-06-02,2003-06-04,2,NA,NA,0,NA,"0"
"1234","L07-04",2004,"LETE","NPPD Lexington",2004-06-07,2004-07-16,39,"Fledged",3,3,0,"0"
"1235","L07-05",2005,"LETE","NPPD Lexington",2005-06-01,2005-07-08,37,"Fledged",2,2,0,"0"
"1236","L07.01",2001,"PIPL","NPPD Lexington",2001-06-06,2001-06-29,23,"Fledged",2,2,0,"0"
"1237","L07.02",2002,"LETE","NPPD Lexington",2002-05-31,2002-07-08,38,"Fledged",3,3,0,"0"
"1238","L07.03",2003,"LETE","NPPD Lexington",2003-06-02,2003-06-04,2,NA,NA,0,NA,"0"
"1239","L08-04",2004,"LETE","NPPD Lexington",2004-06-07,2004-07-16,39,"Fledged",3,2,0.333333333333333,"0"
"1240","L08-05",2005,"LETE","NPPD Lexington",2005-06-01,2005-07-23,52,"Fledged",3,3,0,"0"
"1241","L08.01",2001,"LETE","NPPD Lexington",2001-06-19,2001-07-24,35,"Fledged",2,2,0,"0"
"1242","L08.02",2002,"LETE","NPPD Lexington",2002-05-31,2002-07-10,40,"Fledged",3,3,0,"0"
"1243","L08.03",2003,"LETE","NPPD Lexington",2003-06-02,2003-06-04,2,NA,NA,0,NA,"0"
"1244","L09-04",2004,"LETE","NPPD Lexington",2004-06-07,2004-07-16,39,"Fledged",3,3,0,"0"
"1245","L09-05",2005,"LETE","NPPD Lexington",2005-06-01,2005-06-23,22,NA,NA,0,NA,"0"
"1246","L09.01",2001,"LETE","NPPD Lexington",2001-06-29,2001-07-26,27,"Fledged",2,2,0,"0"
"1247","L09.02",2002,"LETE","NPPD Lexington",2002-06-03,2002-07-10,37,"Fledged",2,2,0,"0"
"1248","L09.03",2003,"PIPL","NPPD Lexington",2003-06-04,2003-07-07,33,"Unknown Outcome",3,0,1,"0"
"1249","L10-04",2004,"LETE","NPPD Lexington",2004-06-09,2004-06-11,2,NA,NA,0,NA,"0"
"1250","L10-05",2005,"LETE","NPPD Lexington",2005-06-07,2005-07-23,46,"Fledged",2,2,0,"0"
"1251","L10.01",2001,"LETE","NPPD Lexington",2001-06-29,2001-08-03,35,"Fledged",2,2,0,"0"
"1252","L10.02",2002,"LETE","NPPD Lexington",2002-06-10,2002-07-18,38,"Fledged",2,2,0,"0"
"1253","L10.03",2003,"LETE","NPPD Lexington",2003-06-09,2003-07-22,43,"Fledged",2,2,0,"0"
"1254","L11-04",2004,"LETE","NPPD Lexington",2004-06-14,2004-07-23,39,"Fledged",2,2,0,"0"
